text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @Adhuraa__IshQ: Nothing just peak Virat Kohli showing levels to gautam gambhir in his own stadium.

विराट कोहली आज भी स्पोर्टस आइकॉन हैं…,FALSE,0,NA,2023-05-02 09:36:07,FALSE,NA,1653332531427811329,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,PankajB96083,100,TRUE,FALSE,NA,NA
Audio aagyi 😂😂

#ViratKohli #gautamgambhir #naveenulhaq #IPL2023 #ArchanaGautam𓃵 https://t.co/vQzIZKU9sn,FALSE,0,NA,2023-05-02 09:36:06,FALSE,NA,1653332528017846275,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,RahulKh22746980,0,FALSE,FALSE,NA,NA
IPL 2023: 'ಇದು ನಾಚಿಕೆಗೇಡಿನ ಸಂಗತಿ'-ಕೊಹ್ಲಿ-ಗಂಭೀರ್‌ ಗಲಾಟೆ ಬಗ್ಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಿದ ಭಜ್ಜಿ!
   #viratkohli https://t.co/WTg4LdovvZ,FALSE,0,NA,2023-05-02 09:36:05,FALSE,NA,1653332521399230465,NA,<a href="http://www.toi.in" rel="nofollow">cmssocialservice</a>,Vijaykarnataka,0,FALSE,FALSE,NA,NA
RT @suryapsingh_IAS: .#ViratKohli को नहीं बोलना चाहिए था कि #इकाना स्टेडियम किसने बनाया?

...और दिल्ली में गंदगी के पहाड़ किसने खड़े किए?…,FALSE,0,NA,2023-05-02 09:36:04,FALSE,NA,1653332520446881793,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,Silent_A_Heart,1156,TRUE,FALSE,NA,NA
आपको वह मिलता है जिसके आप हकदार हैं: विराट से बहस के बाद इंस्टाग्राम पर @naveenulhaq
#ViratKohli #naveenulhaq https://t.co/wvDZoJpy98,FALSE,0,NA,2023-05-02 09:36:03,FALSE,NA,1653332512431587332,NA,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,mohdRashidAli88,0,FALSE,FALSE,NA,NA
TEAM INDIA NEW NUMBER 1 RANKED TEST TEAM 

📷: ICC/BCCI

